,Medicine Name,Description
211,Methisoprinol,"  Methisoprinol digunakan untuk mengobati infeksi mukokutan (berkaitan dengan selaput lendir dan kulit) akibat infeksi virus herpes dan mengobati kutil kelamin.   Baca juga: Waduh Punya Kutil kelamin, Harus Berobat ke Mana?   Sumber: (https://pubchem.ncbi.nlm.nih.gov/compound/131704326#section=Top) "
212,Methotrexate,"  Metotrexate biasanya diberikan sebagai obat tambahan jika obat sebelumnya tidak dapat meredakan gejala. Methotrexate merupakan obat yang digunakan untuk mengganggu pertumbuhan sel-sel tertentu dari tubuh, khususnya sel-sel yang berkembang biak dengan cepat, seperti sel kanker, sumsum tulang, dan kulit. Obat ini digunakan untuk mengobati berbagai jenis keganasan seperti kanker payudara, kulit, kepala dan leher, atau paru-paru tertentu. Selain itu, methotrexate juga digunakan untuk mengobati psoriasis berat (peradangan kulit) dan rheumatoid arthritis (peradangan sendi).   Baca juga: 7 Virus yang Bisa Menyebabkan Kanker   Sumber: (https://www.drugs.com/methotrexate.html) "
213,Methylcobalamin,"  Methylcobolamin atau disebut juga dengan mecobalamin merupakan salah satu bentuk kimia dari vitamin B12 yang memiliki banyak sekali fungsi. Vitamin B12 berperan dalam pembentukan sel darah merah, metabolisme sel, tubuh, dan juga saraf. Methycobolamin juga digunakan untuk mengobati kerusakan pada saraf perifer atau saraf tepi yang sering menyebabkan keluhan, seperti lemah, rasa baal, atau nyeri terutama pada tangan dan kaki (neuropati perifer).   Baca juga: Nutrisi dan Multivitamin yang Dibutuhkan Ibu Hamil: Pentingnya Micronutrient   Sumber: (http://mims.com/indonesia/drug/info/mecobalamin/?type=brief&mtype=generic) "
214,Methylprednisolone,"  Methylprednisolone adalah obat dari golongan steroid yang digunakan untuk mengobati berbagai kondisi peradangan seperti radang sendi, lupus, psoriasis (peradangan kulit), kolitis ulseratif (peradangan pada usus besar dan rektum), kelainan alergi, gangguan kelenjar (endokrin), dan kondisi yang mempengaruhi kulit, mata, paru-paru, perut, sistem saraf, atau sel darah.   Baca juga: 5 Cara Mengobati Gusi Bengkak di Rumah   Sumber: (https://www.drugs.com/methylprednisolone.html) "
215,Metil Salisilat,"  Metil salisilat merupakan obat yang digunakan untuk menghilangkan nyeri otot atau sendi. Obat ini cocok untuk mengurangi nyeri yang disebabkan oleh ketegangan, keseleo, radang sendi, memar, atau sakit punggung.   Baca juga: Penyebab Kram Otot Kaki seperti yang Dialami Ginting   Sumber: (https://www.drugs.com/mtm/methyl-salicylate-topical.html) "
216,Metildopa,"  Metildopa merupakan obat yang digunakan untuk mengobati hipertensi (tekanan darah tinggi). Ini akan mengurangi zat kimia tertentu dalam darah, yang memungkinkan pembuluh darah (arteri dan vena) lebih rileks serta membuat jantung bekerja lebih lambat dan mudah.   Baca juga: Manfaat Puasa untuk Penderita Hipertensi   Sumber: (https://www.drugs.com/mtm/methyldopa.html) "
217,Metoclopramide,"  Metoclopramide digunakan untuk mengobati kembalinya isi lambung ke kerongkongan (refluks gastrofageal) dan untuk mengobati pengosongan lambung yang tertunda akibat pergerakan otot lambung yang lemah (gastroparesis). Selain itu, metoclopramide digunakan untuk mengobati beberapa masalah di perut dan usus, seperti rasa panas di perut, asam lambung, dan maag yang tak kunjung sembuh. Metoclopramide biasanya digunakan untuk maag yang muncul setelah makan atau pada siang hari. Obat ini juga dapat digunakan untuk mencegah mual akibat kemoterapi atau radiasi pada pasien kanker.   Baca juga: Sakit Maag, Bolehkah Selalu Mengandalkan Obat Warung?   Sumber: (https://www.drugs.com/metoclopramide.html) (http://mims.com/Indonesia/Home/GatewaySubscription/?generic=Metoclopramide)   "
218,Metoprolol,"  Metoprolol digunakan untuk mengobati angina, yaitu nyeri dada akibat kurangnya darah dan oksigen yang menuju jantung, serta hipertensi (tekanan darah tinggi). Obat yang satu ini juga digunakan untuk mencegah atau mengobati serangan jantung nih, Gengs.   Baca juga: Penyebab Jantung Berdebar yang Perlu Kamu Ketahui   Sumber: (https://www.drugs.com/metoprolol.html) "
219,Metronidazole,"  Metronidazole tergolong dalam salah satu antibiotik. Obat ini digunakan untuk mengobati infeksi bakteri pada vagina, lambung, hati, kulit, persendian, otak, dan saluran pernapasan. Antibiotik yang satu ini juga bisa digunakan sebagai kombinasi dengan obat antiulcer untuk mengobati jenis penyakit lambung tertentu.   Baca juga: Selain Cacar Monyet, Penyakit-penyakit Ini Bisa Ditularkan dari Hewan ke Manusia!   Sumber: (https://www.drugs.com/metronidazole.html) "
220,Miconazole,"  Miconazole digunakan untuk mengobati infeksi akibat fungi atau jamur pada kulit.   Baca juga: Makan Jamur, Baik untuk Penderita Diabetes   Sumber: (https://www.drugs.com/mtm/miconazole-oral-buccal.html) "
221,Midazolam,"  Midazolam umumnya diberikan kepada pasien yang akan menjalani operasi kecil, perawatan gigi, atau prosedur medis lainnya. Ini merupakan salah satu obat golongan benzodiazepine, yang diberikan untuk membuat tubuh dan pikiran menjadi rileks, serta menimbulkan rasa kantuk hingga tidak sadarkan diri.   Baca juga: Berhubungan Seks Terasa Nyeri Pasca Operasi Cesar? Mungkin Ini Penyebabnya!    Sumber: (https://www.drugs.com/mtm/midazolam.html) "
222,Minoxidil,"  Minoxidil digunakan untuk mengobati hipertensi yang menyebabkan kerusakan organ vital. Selain itu, obat ini juga dapat digunakan untuk mengatasi rambut rontok.   Baca juga: Kebiasaan Pencetus Darah Tinggi yang Kerap Diabaikan   Sumber: (https://www.drugs.com/mtm/minoxidil.html) "
223,Misoprostol,"  Misoprostol digunakan untuk mencegah tukak lambung dan usus selama pengobatan menggunakan aspirin atau NSAID lainnya.   Baca juga: Hati-hati, Keluhan di Lambung Tidak Selalu Sakit Maag   Sumber: (https://www.drugs.com/mtm/misoprostol.html) "
224,Modafinil,"  Modafinil digunakan untuk mengobati kantuk berlebih. Kantuk berlebih dapat disebabkan oleh gangguan tidur yang terjadi karena pernapasan terhenti saat tidur (sleep apnea), gangguan sistem saraf yang memengaruhi kendali terhadap aktivitas tidur (narkolepsi), maupun mudah mengantuk di siang hari dan kesulitan tidur di malam hari atau aktif di malam hari (shift work sleep disorder).   Baca juga: Kasur Terlalu Empuk Tidak Baik untuk Kesehatan Tulang Punggung dan Pinggul   Sumber: (https://www.drugs.com/mtm/modafinil.html) "
225,Montelukast,"  Montelukast digunakan untuk mengobati alergi yang sudah terjadi selama bertahun-tahun pada orang dewasa dan anak-anak berusia setidaknya 6 bulan. Obat ini juga dapat digunakan untuk mengobati gejala alergi musiman pada orang dewasa dan anak-anak berusia minimal 2 tahun. Selain itu, montelukast umumnya digunakan untuk mencegah penyempitan saluran napas pada paru-paru, yang diakibatkan oleh olahraga pada orang dewasa dan remaja berusia minimal 15 tahun.   Baca juga: 3 Cara Mengatasi Alergi Obat  "
226,Morfin,"  Morfin merupakan obat golongan narkotika atau opium. Obat ini digunakan untuk mengurangi rasa sakit yang berat pada tubuh. Meski begitu, morfin dapat menyebabkan ketergantungan.   Baca juga: Pengguna Narkotika Flakka Lebih Seram dari Zombie!   Sumber: (https://www.drugs.com/cdi/morphine-liposomal.html) "
227,Moxifloxacin,"  Moxifloxacin digunakan untuk mengobati berbagai jenis infeksi bakteri. Sejumlah jenis infeksi bakteri yang dimaksud seperti infeksi kulit, sinus, paru-paru, dan perut. "
228,Mupirocin,"  Mupirocin adalah antibiotik, digunakan untuk mengobati atau mencegah infeksi akibat bakteri. Infeksi virus tidak dapat disembuhkan dengan antibiotik, ya Gengs!   Baca juga: Waspadai 7 Efek Samping Antibiotik Ini!    Sumber: (https://www.drugs.com/mtm/mupirocin-nasal.html) "
229,Naltrexone,  Naltrexone digunakan untuk mencegah kambuhnya seseorang yang memiliki ketergantungan pada obat-obatan opioid dan telah berhenti menggunakannya. Naltrexone juga digunakan untuk mengobati alkoholisme dengan mengurangi keinginan untuk minum alkohol. 
230,Naproxen,"  Naproxen adalah obat antiinflamasi, atau antiradang di organ sendi dan tulang (muskuloskeletal). Maka obat ini dapat digunakan untuk mengobati inflamasi yang ditandai nyeri dan bengkak terutama pada peradangan sendi (artritis), peradangan tulang belakang (ankylosing spondylitis), peradangan tenson (tendinitis), peradangan pada bursa (bursitis), asam urat, dan kram akibat menstruasi.   Baca juga: Selain Serangan Jantung, Ini 10 Penyebab Nyeri Dada Sebelah Kanan   Sumber: (https://www.drugs.com/naproxen.html) "
231,Nateglinide,  Nateglinide merupakan obat diabetes yang digunakan untuk mengontrol kadar gula darah yang tinggi. Dokter biasanya menganjurkan penderita diabetes untuk tetap menjaga pola makan yang baik dan berolahraga saat memberikan obat ini. Obat ini secara khusus digunakan untuk mengobati diabetes tipe 2.   Baca juga: Pahami Risiko Jika Terdiagnosis Diabetes Sebelum Usia 40 Tahun!   ((https://www.drugs.com/mtm/nateglinide.html)) 
232,Natrium Bikarbonat,  Natrium bikarbonat digunakan untuk mengobati gangguan pada saluran pencernaan yang menimbulkan rasa nyeri pada bagian atas perut (indigestion). Obat ini juga digunakan untuk mengurangi rasa tidak nyaman atau nyeri di dada yang disebabkan oleh asam lambung yang naik kembali ke kerongkongan (heart burn).   Baca juga: Manfaat Zinc untuk Mengatasi Diare Anak   Sumber: (https://www.drugs.com/mtm/sodium-bicarbonate.html) 
233,Nebivolol,"  Nebivolol merupakan obat antihipertensi atau tekanan darah tinggi (hipertensi) untuk mengurangi risiko stroke, serta gagal jantung. "
234,Nedocromil,"  Nedocromil digunakan untuk mencegah terjadinya asma dan bronkospasma. Namun, jika sudah mengalami serangan asma dan bronkopspasma, maka tidak perlu mengonsumsi obat ini lagi. "
235,Nefazodone,"  Nefazodone digunakan untuk mengobati depresi, termasuk gangguan depresi mayor. Nefazodone ini dapat membantu mengembalikan keseimbangan tertentu dari bahan kimia yang ada di otak. "
236,Neomycin,"  Neomycin adalah antibiotik dari golongan aminoglikosida. Tentu saja digunakan untuk mengobati atau mencegah infeksi bakteri. Neomycin kerap digunakan untuk menurunkan risiko infeksi usus setelah dilakukan operasi. Neomycin juga digunakan untuk menurunkan gejala koma hepatikum (kemunduran fungsi otak akibat zat-zat racun dalam darah, yang dalam keadaan normal dibuang oleh hati).   Baca juga: Kenali Neonatorum Sepsis, Infeksi pada Bayi Baru Lahir   Sumber: (https://www.drugs.com/mtm/neomycin.html) "
237,Neostigmine,"  Neostigmine digunakan untuk mengobati penyakit myasthenia gravis. Myasthenia gravis merupakan penyakit autoimun kronis dari transmisi neuromuskular, yang menghasilkan kelemahan otot dan dapat menyerang otot bagian tubuh mana saja. Namun, otot yang paling umum terserang ialah otot yang mengontrol gerakan mata, kelopak mata, mengunyah, menelan, batuk, maupun ekspresi wajah. "
238,Nepafenac,  Nepafenac merupakan obat untuk mata. Obat ini berfungsi untuk menghilangkan rasa sakit dan inflamasi atau pembengkakan setelah dilakukannya operasi mata. 
239,Nesiritide,  Nesiritide digunakan untuk mengobati gagal jantung dekompensasi akut yang disertai gangguan pernapasan. Nesiritide dapat meningkatkan fungsi pernapasan pasien dengan gagal jantung. 
240,Nicardipine,  Nicardipine digunakan untuk mengobati hipertensi (tekanan darah tinggi) dan angina (nyeri dada akibat kurangnya darah dan oksigen yang menuju jantung).   Sumber: (https://www.drugs.com/mtm/nicardipine.html) 
241,Nicorandil,  Nicorandil digunakan untuk mengobati nyeri dada akibat kurangnya darah dan oksigen yang menuju jantung (angina pektoris). 
242,Nicotinamide,  Nicotinamide atau biasa juga disebut dengan niacinamide digunakan untuk mencegah defisiensi niasin (vitamin B3).   Baca juga: Nutrisi dan Multivitamin yang Dibutuhkan Ibu Hamil: Pentingnya Micronutrient   Sumber: (https://www.drugs.com/cdi/niacinamide.html) 
243,Nifedipine,"  Kamu yang memiliki tekanan darah yang tinggi, mungkin tidak asing dengan obat ini. Nifedipine merupakan obat antihipertensi (tekanan darah tinggi). Selain untuk membantu menurunkan tekanan darah, nifedipine juga digunakan untuk nyeri dada akibat kurangnya darah dan oksigen yang menuju jantung (angina).   Baca juga: Kebiasaan Pencetus Darah Tinggi yang Kerap Diabaikan   Sumber: (https://www.drugs.com/nifedipine.html) "
244,Nifuroxazide,  Nifuroxazide termasuk ke dalam golongan obat antibiotik. Antibiotik ini biasanya digunakan untuk mengobati kolitis (peradangan usus besar) dan diare karena infeksi bakteri.   Baca juga: Waspadai 7 Efek Samping Antibiotik Ini!   Sumber: (http://mims.com/indonesia/drug/info/nifuroxazide/?type=brief&mtype=generic)  
245,Nilotinib,  Nilotinib digunakan untuk mengobati kanker darah atau leukemia jenis CML atau Philadelphia chromosome positive chronic myeloid leukemia (CML). Kanker jenis ini memengaruhi darah dan sumsum tulang. Sumsum tulang pada orang yang mengidap jenis kanker ini akan menghasilkan terlalu banyak sel darah putih dan sel ini sering belum matang atau dalam kondisi rusak. Sel darah putih yang abnormal ini akan merusak sel sehat yang normal. 
246,Nimorazole,"  Nimorazole digunakan untuk mengobati berbagai infeksi akibat bakteri maupun protozoa seperti trichomoniasis. Trichomoniasis adalahsalah satu infeksi menular seksual akibat infeksi protozoa parasit Trichomonas vaginalis. Selain itu, nimorazole juga digunakan untuk mengobati giardiasis yaitu infeksi umum pada usus yang disebabkan oleh Giardia lamblia dan ulcerative gingivitis (peradangan gusi). "
247,Nimustine,"  Nimustine digunakan untuk mengobati malignant glioma, sejenis tumor otak ganas. "
248,Nisoldipine,  Nisoldipine adalah obat antihipertensi (obta tekanan darah tinggi) dan angina pektoris (nyeri dada akibat kurangnya darah dan oksigen yang menuju jantung). 
249,Nitrazepam,"  Tak sedikit orang yang mengalami masalah sulit tidur yang cukup parah. Padahal, permasalahan tidur seperti ini bisa menimbulkan sejumlah dampak bagi kesehatan, termasuk dapat menimbulkan stres. Nah, untuk mengatasi kondisi ini, obat nitrazepam bisa digunakan untuk mengobatinya. (https://www.mims.com/indonesia/drug/info/nitrazepam/) "
250,Nitrofurantoin,  Nitrofurantoin merupakan salah satu obat yang tergolong ke dalam antibiotik. Obat ini digunakan untuk mengobati infeksi pada saluran kemih.   Baca juga: Waspadai 7 Efek Samping Antibiotik Ini!   (https://www.drugs.com/nitrofurantoin.html) 
251,Nitrogliserin,"  Nitrogliserin atau dikenal dengan glyceryl trinitrate digunakan untuk mengobati angina, nyeri dada akibat kurangnya asupan oksigen dan darah menuju jantung, atau untuk mengobati gagal jantung. Selain itu, nitrogliserin juga digunakan untuk lapisan kulit pada lubang anus yang robek atau luka, yang juga disebut dengan fisura anal.   Baca juga: Kelelahan Bukan Penyebab Langsung Kematian Mendadak   (https://www.drugs.com/mtm/nitroglycerin-rectal.html) "
252,Nizatidine,"  Nizatidine digunakan untuk mengobati tukak (luka) di lambung dan usus. Selain itu, obat ini juga digunakan untuk mengobati nyeri dada dan erosif esofagitis (kerusakan pada kerongkongan) akibat gastroesophageal reflux disease (GERD) yang merupakan kondisi naiknya asam lambung kembali ke kerongkongan. "
253,Nordazepam,"  Nordazepam digunakan untuk mengobati insomnia dan gangguan kecemasan. Jika Kamu yang mengalami kesulitan tidur atau insomnia dan kerap merasa kecemasan yang berlebihan, mungkin akan disarankan oleh dokter menggunakan obat ini. "
254,Norepinephrine,"  Norepinephrine digunakan untuk mengobati tekanan darah rendah (hipotensi) fatal, yang dapat terjadi selama prosedur medis atau operasi berlangsung. Norepinephrine juga digunakan dalam CPR (resusitasi jantung dan paru). "
255,Norethisterone,"  Norethisterone adalah obat yang digunakan untuk mencegah kehamilan. Selain itu, obat ini juga digunakan untuk mengobati perdarahan berlebihan saat menstruasi (menorrhagia), jaringan rahim yang berada di luar rahim (endometriosis), sindrom pramenstruasi, dan kanker payudara. "
256,Noscapine,"  Apakah Kamu batuk akhir-akhir ini, Gengs? Obat yang satu ini mungkin bisa menjadi pilihan. Noscapine digunakan untuk semua kondisi yang membutuhkan efek antitusif, seperti batuk. Efek tersebut berfungsi untuk menekan batuk. "
257,Nystatin,"  Nystatin digunakan untuk mengobati infeksi jamur atau fungi. Nystatin digunakan untuk mengatasi infeksi jamur candida pada rongga mulut, tenggorokan, usus, dan juga vagina. "
258,Pantoprazole,"  Pantoprazole merupakan obat yang digunakan untuk mengobati peradangan kerongkongan dari asam lambung akibat GERD, atau disebut juga dengan esofagitis korosif. Selain itu, obat ini juga digunakan untuk mengobati sindrom Zollinger-Ellison. Sindrom Zollinger-Ellison merupakan kondisi yang jarang terjadi, yaitu ketika satu atau lebih tumor terbentuk di pankreas atau bagian atas usus kecil (duodenum). "
259,Papaverine,"  Papaverine digunakan untuk mengobati berbagai kondisi yang menyebabkan spasme atau kejang otot polos, termasuk nyeri dada, masalah sirkulasi, serangan jantung, maupun gangguan perut atau kantong empedu.   "
260,Paracetamol,"  Parasetamol digunakan untuk mengobati banyak kondisi, seperti sakit kepala, nyeri otot, radang sendi, sakit punggung, sakit gigi, pilek, dan demam. Parasetamol mengurangi rasa sakit pada radang sendi ringan tetapi tidak berpengaruh pada peradangan dan pembengkakan sendi yang berat.   "
261,Parecoxib,  Kamu yang menjalani prosedur operasi mungkin akan diberikan obat ini oleh dokter. Parecoxib merupakan obat yang digunakan untuk mengurangi atau menghilangkan rasa nyeri setelah operasi. 
262,Paromomycin,  Paromomycin digunakan untuk mengobati infeksi usus. Obat ini juga dapat digunakan untuk mengobati gangguan hati tertentu.   
263,Pefloxacin,"  Pefloxacin merupakan antibiotik golongan quinolone. Selain itu, obat ini digunakan untuk mengatasi infeksi bakteri.   "
264,Penbutolol,"  Apakah Kamu salah satu memiliki tekanan darah yang tinggi, Gengs? Jika iya, Kamu mungkin akan diresepkan obat ini oleh dokter. Penbutolol memang merupakan obat yang digunakan untuk mengobati tekanan darah tinggi (hipertensi), nih.   "
265,Penciclovir,  Penciclovir digunakan untuk mengobati kulit melepuh pada bibir maupun daerah mulut akibat penyakit herpes simpleks. Obat ini untuk orang dewasa dan anak-anak yang berusia setidaknya 12 tahun.   
266,Perindopril,"  Perindopril digunakan untuk mengobati tekanan darah tinggi (hipertensi). Selain itu, obat ini digunakan untuk mencegah serangan jantung akibat penyakit arteri koroner.   "
267,Permethrin,"  Permethrin digunakan untuk mengobati infeksi kulit kepala, kutu, dan kudis yang disebabkan oleh tungau yang menempel di kulit atau kutu yang hidup di kulit kepala.   "
268,Phenobarbital,  Phenobarbital digunakan untuk mengobati atau mencegah kejang. Obat ini juga digunakan dalam jangka pendek sebagai obat penenang untuk membantu tubuh menjadi rileks.   
269,Phenylbutazone,"  Phenylbutazone merupakan obat peresa nyeri atau painkiller. Obat ini digunakan untuk mengurangi rasa nyeri dan peradangan yang disebabkan oleh penyakit ankylosing spondylitis. Ini adalah penyakit kronis yang menyebabkan tulang belakang mengalami peradangan.Selain itu, phenylbutazone juga dapat digunakan untuk mengobati nyeri pada gangguan rematik. Rematik ini bukan sekadar pegal dan linu ya Gengs! Rematik adalah penyakit autoimun yang menyerang persendian, ditandai dengan sendi yang meradang, nyeri, kaku, dan dalam jangka waktu lama dapat menyebabkan deformitas (kecacatan) bentuk sendi. Asam urat atau gout yang ditandai dengan pembengkakan pada sendi akibat kadar asam urat yang berlebih dalam tubuh juga dapat diobati dengan phenylbutazone, jika nyerinya bersifat akut. (http://www.mims.com/indonesia/drug/info/phenylbutazone/?type=brief&mtype=generic) "
270,Phenylephrine,  Phenylephrine digunakan untuk mengobati hidung tersumbat dan sinus. Obat ini juga digunakan oleh penderita wasir dan miadriasis (pelebaran pupil mata yang berlebihan).   
271,Phenylpropanolamine,  Phenylpropanolamine digunakan untuk mengobati hidung tersumbat.   
272,Phenytoin,  Phenytoin adalah obat yang digunakan untuk mengontrol atau mengendalikan kejang.   
273,Pilocarpine,"  Pilocarpine digunakan untuk mengobati kondisi saat tekanan pada bola mata sangat tinggi, atau dikenal sebagai glaukoma. Obat ini juga digunakan untuk mengobati sindrom Sjögren. Sindrom ini adalah penyakit yang disebabkan oleh peradangan kelenjar air mata, air liur, dan zat lainnya. Arthritis, paru-paru, ginjal, pembuluh darah, saraf, dan otot mungkin juga terkena.   "
274,Pioglitazone,"  Apakah Kamu penderita diabetes? Bagi Kamu yang mengidap diabetes tipe 2, Kamu mungkin akan diberikan obat ini oleh dokter. Pioglitazone merupakan obat yang digunakan untuk mengendalikan gula darah pada penderita diabetes tipe 2, dan tidak digunakan untuk diabetes tipe 1.   "
275,Piracetam,  Piracetam merupakan obat yang digunakan untuk meningkatkan kinerja kognitif saat terjadi gangguan serebrokortikal. Obat ini juga digunakan untuk mengobati mioklonus kortikal (gerakan otot yang tidak disadari). 
276,Piroxicam,"  Piroxicam merupakan obat yang digunakan untuk mengobati nyeri atau pembengkakan pada penyakit rheumatoid arthritis (peradangan sendi). Tidak hanya itu saja, obat ini juga digunakan untuk terapi osteosarcoma (kanker tulang) lho, Gengs.   "
277,Policresulen,"  Policresulen merupakan obat yang digunakan untuk terapi servisitis (radang pada serviks atau leher rahim), dan vaginitis (peradangan pada vagina). Obat ini juga digunakan untuk menghentikan pendarahan (hemostasis) setelah biopsi dan pengangkatan polip serviks.   "
278,Potassium Acetate,"  Kalium merupakan salah satu mineral penting yang dibutuhkan untuk menjaga keseimbangan cairan dalam tubuh dan mengendalikan tekanan darah. Kekurangan kalium, disebut juga dengan kondisi hipokalemia, menyebabkan seseorang mengalami beberapa gejala ringan hingga serius, seperti kram otot, kesemutan, hingga palpitasi jantung (detak jantung tidak normal). Kondisi kekurangan kalium harus segera ditangani. Salah satu penanganan yang dapat dilakukan adalah dengan pemberian obat potassium acetate. Potassium acetate adalah jenis obat yang digunakan untuk mengobati dan mencegah kadar kalium menjadi rendah dalam darah.   Baca juga: Inilah Multivitamin dan Mineral yang Bermanfaat bagi Janin  "
279,Povidone Iodine,"  Povidone iodine merupakan obat yang digunakan untuk mengobati infeksi pada mulut, tenggorokan, dan vagina. Obat ini juga digunakan sebagai obat kumur.   "
280,Pramipexole,"  Pramipexole adalah obat yang digunakan untuk mengobati gejala penyakit Parkinson, seperti kekakuan otot, gemetaran, keram otot, dan pengedalian otot yang buruk. Obat ini juga digunakan untuk mengobati restless legs syndrome, kondisi neurologis yang menyebabkan orang memiliki keinginan tidak terkontrol untuk menggerakkan kaki, biasanya diakibatikan oleh rasa tidak nyaman pada kaki.   Baca juga: Tremor Bisa Jadi Awal Penyakit Parkinson  "
281,Praziquantel,  Praziquantel merupakan obat yang digunakan untuk mengobati infeksi akibat cacing Schistosoma. Cacing tersebut dapat masuk ke tubuh melalui kulit yang berkontak langung dengan air yang terkontaminasi.   
282,Prednisolone,"  Prednisolone digunakan untuk mengobati berbagai kondisi inflamasi (radang atau bengkak) seperti arthritis (peradangan sendi), lupus, psoriasis (peradangan kulit), ulceratif kolitis (radang usus besar), alergi, gangguan pada kelenjar (endocrine) dan kondisi yang menyerang kulit, mata, paru-paru, perut, sisem saraf, atau sel darah.   "
283,Prednisone,"  Prednisone merupakan obat yang digunakan sebagai antiradang atau pengobatan imunosupresan. Obat ini juga digunakan untuk terapi berbagai kondisi seperti alergi, ulseratif kolitis (radang usus besar), arthritis (radang sendi), lupus, psoriasis (radang kulit), atau gangguan pernapasan.   "
284,Pregabalin,"  Pregabalin merupakan obat yang digunakan untuk mengontrol kejang dan mengobati fibromyalgia (nyeri pada otot dan tulang). Pregabalin juga digunakan untuk mengobati rasa sakit yang disebabkan oleh kerusakan saraf pada penderita diabetes (neuropati diabetik), herpes zoster (cacar api), atau cedera medulla spinalis.   "
285,Probenecid,  Probenecid merupakan obat yang digunakan untuk mengobati asam urat dan nyeri sendi akibat kadar asam urat yang tinggi dalam tubuh.   
286,Procainamide,  Procainamide digunakan untuk mengobati aritmia (detak jantung yang tidak normal).   
287,Prochlorperazine,  Prochlorperazine merupakan obat yang digunakan untuk mengobati gangguan kejiwaan (psikotik) seperti skizofrenia. Obat ini juga digunakan untuk terapi kecemasan serta mengontrol mual dan muntah berat.   
288,Quinidine,  Quinidine adalah obat yang digunakan untuk menjaga detak jantung tetap normal terutama bagi Kamu yang memiliki kelainan ritme jantung.   
289,Quinine,"  Malaria masih menjadi salah satu masalah kesehatan di Indonesia. Penyakit ini disebarkan oleh nyamuk Anopheles sp betina. Malaria yang tidak segera diobati bisa menyebabkan berbagai komplikasi kesehatan hingga kematian. Nah, untuk mengobati malaria, salah satu jenis obatnya adalah quinine. Quinine dapat digunakan untuk mengobati malaria, namun untuk jenis penyakit malaria yang tidak disertai komplikasi. Quinine tidak dapat digunakan untuk mengobati malaria yang parah dan sebaiknya tidak digunakan untuk mencegah malaria.   Baca juga: 7 Fakta Pengobatan Malaria di Indonesia "
290,Radium,  Apakah Kamu sudah didiagnosis kanker prostat oleh dokter? Kamu mungkin akan diresepkan obat ini. Radium merupakan obat yang digunakan untuk mengatasi kanker prostat yang sudah menyebar ke tulang.   
291,Ramipril,"  Ramipril merupakan obat antihipertensi yang digunakan untuk mengatasi tekanan darah yang tinggi (hipertensi) atau gagal jantung. Selain itu, obat ini juga diberikan jika Kamu baru saja mengalami serangan jantung, Gengs.   "
292,Ranitidin,  Ranitidin merupakan obat yang digunakan untuk mengobati dan mencegah luka pada lambung dan usus. Obat ini juga dapat digunakan apabila lambung memproduksi asam berlebihan seperti pada sindrom Zollinger-Ellison. Ranitidin dapat mengatasi GERD yakni kondisi dimana asam dari lambung naik ke esofagus   
293,Ranolazine,"  Ranolazine merupakan obat yang digunakan untuk mengatasi angina kronis (nyeri dada), salah satu gejala serangan jantung. Obat ini tidak digunakan untuk serangan angina atau angina akut.   "
294,Regdanvimab,"     Persetujuan  Darurat regdanvimab adalah untuk pengobatan Corona Virus Disease 2019 (Covid-19) terkonfirmasi pada pasien dewasa yang tidak memerlukan terapi oksigen dan berisiko tinggi mengalami Covid-19 yang berat. Faktor risiko tersebut termasuk namun tidak terbatas pada:   Usia lanjut   Obesitas   Penyakit kardiovaskular, termasuk hipertensi   Penyakit paru kronis, termasuk asma   Diabetes mellitus tipe 1 atau tipe 2   Penyakit ginjal kronis, termasuk yang menjalani dialisis   Penyakit hati kronis   Imunosupresi, berdasarkan penilaian dokter.              "
295,Riboflavin,  Riboflavin digunakan untuk mengobati dan mencegah kekurangan vitamin B2.   
296,Rifabutin,  Rifabutin digunakan untuk mencegah infeksi bakteri Mycobacterium avium complex pada pasien dengan HIV. Rifabutin juga digunakan untuk mengobati tuberkulosis pada pasien dengan HIV.   
297,Rifampicin,"  Rifampicin digunakan untuk mengobati pasien tuberkulosis, leprosi, penyakit legionnaires, maupun infeksi serius dari staphylococcal dan brucellosis.   "
298,Risperidone,"  Risperidone digunakan untuk mengobati schizophrenia pada dewasa atau anak-anak dengan usia minimal 13 tahun. Risperidone dapat pula digunakan untuk mengatasi gejala bipolar pada dewasa atau anak berusia minimal 10 tahun. Selain itu, risperidone digunakan untuk mengatasi gejala autisme pada anak usia 5-16 tahun.   "
299,Rivastigmine,  Rivastigmine merupakan obat yang digunakan untuk mengatasi demensia (gangguan berpikir dan hilang ingatan) yang disebabkan oleh Alzheimer atau Parkinson.   
300,Ropinirole,"  Ropinirole digunakan untuk mengobati gejala penyakit Parkinson (kram, tremor, kejang otot, kontrol otot yang lemah). Ropinirole juga digunakan untuk mengatasi penyakit Willis-Ekbom (kondisi neurologis ketika kaki tidak terkontrol untuk bergerak). "
301,Rosuvastatin,"  Rosuvastatin digunakan untuk dewasa dan anak minimal 8 tahun untuk menurunkan kolesterol dan trigliserida (salah satu tipe lemak) dalam darah, serta menurunkan jumlah lemak yang menempel pada pembuluh darah. Rosuvastatin digunakan pula untuk menurunkan risiko stroke, serangan jantung dan komplikasi jantung dengan diabetes, serta penyakit jantung koroner dan faktor risiko lainnya.   "
